pathogen,yob,province,n,vacage_group,anyshot,shots_1,shots_2,shots_3,shots_4,coverage
Tuberculosis,2016,Nam Định,34888,(0-1y],32676,32507,169,0,0,0.9365971107544141
Tuberculosis,2016,Nam Định,34888,all,32702,32530,172,0,0,0.9373423526714056
Tuberculosis,2016,Nghệ An,76033,(0-1y],66425,65721,688,15,1,0.8736338168952955
Tuberculosis,2016,Nghệ An,76033,all,66575,65851,707,16,1,0.8756066444833165
Tuberculosis,2016,Ninh Bình,19408,(0-1y],18102,17980,122,0,0,0.9327081615828524
Tuberculosis,2016,Ninh Bình,19408,all,18129,18003,126,0,0,0.9340993404781534
Tuberculosis,2016,Ninh Thuận,13969,(0-1y],10494,10386,106,2,0,0.7512348772281481
Tuberculosis,2016,Ninh Thuận,13969,all,10522,10413,107,2,0,0.7532393156274608
Tuberculosis,2016,Phú Thọ,27205,(0-1y],26132,25975,156,1,0,0.960558720823378
Tuberculosis,2016,Phú Thọ,27205,all,26165,26007,157,1,0,0.9617717331372909
Tuberculosis,2016,Phú Yên,18285,(0-1y],15092,14889,203,0,0,0.8253759912496582
Tuberculosis,2016,Phú Yên,18285,all,15111,14905,206,0,0,0.8264150943396227
Tuberculosis,2016,Quảng Bình,21823,(0-1y],18208,18017,188,3,0,0.8343490812445585
Tuberculosis,2016,Quảng Bình,21823,all,18278,18084,191,3,0,0.8375567062273748
Tuberculosis,2016,Quảng Nam,30583,(0-1y],27591,27132,452,5,2,0.9021678710394664
Tuberculosis,2016,Quảng Nam,30583,all,27640,27172,461,5,2,0.9037700683386195
Tuberculosis,2016,Quảng Ngãi,26156,(0-1y],23461,23176,279,6,0,0.896964367640312
Tuberculosis,2016,Quảng Ngãi,26156,all,23501,23209,286,6,0,0.8984936534638324
Tuberculosis,2016,Quảng Ninh,23959,(0-1y],21564,21365,197,2,0,0.9000375641721274
Tuberculosis,2016,Quảng Ninh,23959,all,21589,21388,199,2,0,0.901081013397888
Tuberculosis,2016,Quảng Trị,14171,(0-1y],12980,12846,132,2,0,0.915955119610472
Tuberculosis,2016,Quảng Trị,14171,all,12997,12859,136,2,0,0.917154752663891
Tuberculosis,2016,Sóc Trăng,25369,(0-1y],19492,19304,185,3,0,0.7683393117584454
Tuberculosis,2016,Sóc Trăng,25369,all,19541,19345,193,3,0,0.7702708029484804
Tuberculosis,2016,Sơn La,26557,(0-1y],25815,25724,90,1,0,0.9720600971495275
Tuberculosis,2016,Sơn La,26557,all,25904,25806,97,1,0,0.9754113792973604
Tuberculosis,2016,Thanh Hóa,23988,(0-1y],15498,15362,136,0,0,0.6460730365182591
Tuberculosis,2016,Thanh Hóa,23988,all,15581,15440,140,1,0,0.649533099883275
Tuberculosis,2016,Hồ Chí Minh,133971,(0-1y],34595,34393,201,1,0,0.25822752685282635
Tuberculosis,2016,Hồ Chí Minh,133971,all,34684,34478,205,1,0,0.25889184972867263
Tuberculosis,2016,Thái Bình,29549,(0-1y],26427,26255,172,0,0,0.8943449862939524
Tuberculosis,2016,Thái Bình,29549,all,26461,26282,179,0,0,0.8954956174489831
Tuberculosis,2016,Thái Nguyên,21987,(0-1y],20864,20730,130,4,0,0.9489243643971438
Tuberculosis,2016,Thái Nguyên,21987,all,20893,20757,132,4,0,0.9502433256014918
Tuberculosis,2016,Thừa Thiên Huế,24403,(0-1y],21399,21077,319,3,0,0.8769003811006844
Tuberculosis,2016,Thừa Thiên Huế,24403,all,21438,21111,324,3,0,0.8784985452608286
Tuberculosis,2016,Tiền Giang,28612,(0-1y],20321,20147,173,1,0,0.7102264784006711
Tuberculosis,2016,Tiền Giang,28612,all,20342,20165,176,1,0,0.7109604361806235
Tuberculosis,2016,Trà Vinh,21070,(0-1y],15807,15684,121,2,0,0.7502135738016137
Tuberculosis,2016,Trà Vinh,21070,all,15838,15713,123,2,0,0.7516848599905078
Tuberculosis,2016,Tuyên Quang,15929,(0-1y],14780,14700,78,2,0,0.9278674116391488
Tuberculosis,2016,Tuyên Quang,15929,all,14810,14729,79,2,0,0.9297507690376043
Tuberculosis,2016,Tây Ninh,20539,(0-1y],14652,14558,93,1,0,0.7133745557232581
Tuberculosis,2016,Tây Ninh,20539,all,14685,14585,99,1,0,0.7149812551730853
Tuberculosis,2016,Vĩnh Long,18229,(0-1y],13781,13662,116,2,1,0.7559931976520928
Tuberculosis,2016,Vĩnh Long,18229,all,13810,13689,118,2,1,0.7575840693400625
Tuberculosis,2016,Vĩnh Phúc,11052,(0-1y],9876,9827,48,1,0,0.8935939196525515
Tuberculosis,2016,Vĩnh Phúc,11052,all,9903,9853,49,1,0,0.8960369163952225
Tuberculosis,2016,Yên Bái,16343,(0-1y],14999,14925,74,0,0,0.9177629566175121
Tuberculosis,2016,Yên Bái,16343,all,15041,14966,75,0,0,0.9203328642232148
Tuberculosis,2016,Điện Biên,15407,(0-1y],13671,13630,41,0,0,0.8873239436619719
Tuberculosis,2016,Điện Biên,15407,all,13710,13665,45,0,0,0.8898552605958331
Tuberculosis,2016,Đà Nẵng,11703,(0-1y],8159,8015,143,1,0,0.697171665384944
Tuberculosis,2016,Đà Nẵng,11703,all,8189,8040,148,1,0,0.6997351106553875
Tuberculosis,2016,Đắk Lắk,45693,(0-1y],30102,29808,291,2,1,0.658787998161644
Tuberculosis,2016,Đắk Lắk,45693,all,30270,29968,299,2,1,0.6624647101306546
Tuberculosis,2016,Đắk Nông,16705,(0-1y],13152,12981,167,4,0,0.7873091888656091
Tuberculosis,2016,Đắk Nông,16705,all,13305,13121,180,4,0,0.7964681233163723
Tuberculosis,2016,Đồng Nai,63753,(0-1y],33331,33056,271,4,0,0.5228146126456794
Tuberculosis,2016,Đồng Nai,63753,all,33415,33132,279,4,0,0.5241321977005003
Tuberculosis,2016,Đồng Tháp,31257,(0-1y],22330,22111,218,1,0,0.7143999744057331
Tuberculosis,2016,Đồng Tháp,31257,all,22362,22138,223,1,0,0.7154237450811018
Tuberculosis,2017,An Giang,38295,(0-1y],28850,28649,198,2,0,0.7533620577098838
Tuberculosis,2017,An Giang,38295,all,28883,28678,202,2,0,0.7542237890063977
Tuberculosis,2017,Bà Rịa - Vũng Tàu,23603,(0-1y],12047,11994,51,0,1,0.5104012201838749
Tuberculosis,2017,Bà Rịa - Vũng Tàu,23603,all,12051,11998,51,0,1,0.5105706901665042
Tuberculosis,2017,Bình Dương,50650,(0-1y],34291,33948,341,2,0,0.6770187561697927
Tuberculosis,2017,Bình Dương,50650,all,34326,33979,345,2,0,0.6777097729516288
Tuberculosis,2017,Bình Phước,25767,(0-1y],18292,18123,169,0,0,0.7099002600225094
Tuberculosis,2017,Bình Phước,25767,all,18317,18144,173,0,0,0.7108704932665812
Tuberculosis,2017,Bình Thuận,32137,(0-1y],23472,23299,171,2,0,0.7303730902075489
Tuberculosis,2017,Bình Thuận,32137,all,23507,23333,172,2,0,0.731462177552354
Tuberculosis,2017,Bình Định,2363,(0-1y],1379,1373,6,0,0,0.5835801946677952
Tuberculosis,2017,Bình Định,2363,all,1379,1373,6,0,0,0.5835801946677952
Tuberculosis,2017,Bạc Liêu,20893,(0-1y],17337,17206,127,1,1,0.8297994543627052
Tuberculosis,2017,Bạc Liêu,20893,all,17353,17219,130,1,1,0.8305652610922318
Tuberculosis,2017,Bắc Giang,46854,(0-1y],41513,41186,323,4,0,0.8860075980706023
Tuberculosis,2017,Bắc Giang,46854,all,41539,41206,328,5,0,0.8865625133393094
Tuberculosis,2017,Bắc Kạn,6435,(0-1y],6069,6054,15,0,0,0.9431235431235431
Tuberculosis,2017,Bắc Kạn,6435,all,6072,6056,16,0,0,0.9435897435897436
Tuberculosis,2017,Bắc Ninh,27311,(0-1y],26014,25879,131,4,0,0.9525099776646773
Tuberculosis,2017,Bắc Ninh,27311,all,26025,25887,134,4,0,0.9529127457800886
Tuberculosis,2017,Bến Tre,16934,(0-1y],14722,14690,32,0,0,0.8693752214479745
Tuberculosis,2017,Bến Tre,16934,all,14727,14694,33,0,0,0.8696704854139601
Tuberculosis,2017,Cao Bằng,10939,(0-1y],9556,9530,26,0,0,0.8735716244629308
Tuberculosis,2017,Cao Bằng,10939,all,9572,9545,27,0,0,0.8750342810128897
Tuberculosis,2017,Cà Mau,26571,(0-1y],21537,21389,144,0,0,0.8105453313763126
Tuberculosis,2017,Cà Mau,26571,all,21548,21396,148,0,0,0.8109593165481164
Tuberculosis,2017,Cần Thơ,26595,(0-1y],19500,19332,168,0,0,0.7332205301748449
Tuberculosis,2017,Cần Thơ,26595,all,19526,19352,174,0,0,0.7341981575484113
Tuberculosis,2017,Gia Lai,37562,(0-1y],29328,29143,183,2,0,0.7807890953623343
Tuberculosis,2017,Gia Lai,37562,all,29406,29218,186,2,0,0.7828656621053192
Tuberculosis,2017,Hà Giang,22562,(0-1y],18557,18444,106,1,3,0.8224891410335963
Tuberculosis,2017,Hà Giang,22562,all,18601,18486,108,1,3,0.8244393227550749
Tuberculosis,2017,Hà Nam,18038,(0-1y],16901,16778,123,0,0,0.9369664042576782
Tuberculosis,2017,Hà Nam,18038,all,16905,16782,123,0,0,0.9371881583324093
Tuberculosis,2017,Hà Nội,148599,(0-1y],134861,134082,775,4,0,0.9075498489222673
Tuberculosis,2017,Hà Nội,148599,all,134926,134124,798,4,0,0.9079872677474277
Tuberculosis,2017,Hà Tĩnh,33969,(0-1y],29695,29325,369,1,0,0.8741793988636698
Tuberculosis,2017,Hà Tĩnh,33969,all,29728,29349,378,1,0,0.8751508728546616
Tuberculosis,2017,Hoà Bình,17167,(0-1y],16019,15938,80,1,0,0.933127512087144
Tuberculosis,2017,Hoà Bình,17167,all,16024,15940,83,1,0,0.9334187685676006
Tuberculosis,2017,Hưng Yên,27518,(0-1y],25735,25536,199,0,0,0.9352060469510866
Tuberculosis,2017,Hưng Yên,27518,all,25751,25551,200,0,0,0.9357874845555636
Tuberculosis,2017,Hải Dương,39782,(0-1y],35830,35474,356,0,0,0.900658589311749
Tuberculosis,2017,Hải Dương,39782,all,35851,35487,364,0,0,0.9011864662410135
Tuberculosis,2017,Hải Phòng,40729,(0-1y],35297,35036,259,2,0,0.8666306562891306
Tuberculosis,2017,Hải Phòng,40729,all,35320,35055,263,2,0,0.8671953644823099
Tuberculosis,2017,Hậu Giang,16580,(0-1y],13581,13403,168,9,0,0.8191194209891436
Tuberculosis,2017,Hậu Giang,16580,all,13598,13419,169,9,0,0.8201447527141134
Tuberculosis,2017,Khánh Hòa,28025,(0-1y],18921,18736,183,2,0,0.6751471900089207
Tuberculosis,2017,Khánh Hòa,28025,all,18946,18751,193,2,0,0.6760392506690455
Tuberculosis,2017,Kiên Giang,38875,(0-1y],30239,29881,352,3,0,0.7778520900321544
Tuberculosis,2017,Kiên Giang,38875,all,30278,29917,355,3,0,0.7788553054662379
Tuberculosis,2017,Kon Tum,13185,(0-1y],11668,11589,79,0,0,0.8849450132726583
Tuberculosis,2017,Kon Tum,13185,all,11683,11599,84,0,0,0.8860826697004172
Tuberculosis,2017,Lai Châu,11791,(0-1y],10723,10688,34,1,0,0.909422440844712
Tuberculosis,2017,Lai Châu,11791,all,10754,10718,35,1,0,0.9120515647527775
Tuberculosis,2017,Long An,25079,(0-1y],17641,17587,53,1,0,0.7034172016428087
Tuberculosis,2017,Long An,25079,all,17650,17594,55,1,0,0.7037760676263008
Tuberculosis,2017,Lào Cai,17742,(0-1y],16097,15991,106,0,0,0.9072821553376169
Tuberculosis,2017,Lào Cai,17742,all,16162,16053,109,0,0,0.9109457783789877
Tuberculosis,2017,Lâm Đồng,29931,(0-1y],23473,23340,132,1,0,0.7842370786141458
Tuberculosis,2017,Lâm Đồng,29931,all,23489,23352,136,1,0,0.7847716414419832
Tuberculosis,2017,Lạng Sơn,16281,(0-1y],15200,15127,73,0,0,0.9336035870032553
Tuberculosis,2017,Lạng Sơn,16281,all,15206,15131,75,0,0,0.9339721147349671
Tuberculosis,2017,Nam Định,40246,(0-1y],37793,37597,194,2,0,0.9390498434627044
Tuberculosis,2017,Nam Định,40246,all,37807,37608,197,2,0,0.9393977041196641
Tuberculosis,2017,Nghệ An,88119,(0-1y],75256,74100,1137,19,0,0.8540269408413622
Tuberculosis,2017,Nghệ An,88119,all,75348,74175,1153,20,0,0.8550709835563273
Tuberculosis,2017,Ninh Bình,22467,(0-1y],20836,20648,187,1,0,0.9274046379133841
Tuberculosis,2017,Ninh Bình,22467,all,20844,20649,194,1,0,0.9277607157163841
Tuberculosis,2017,Ninh Thuận,16376,(0-1y],13287,13189,97,1,0,0.8113702979970688
Tuberculosis,2017,Ninh Thuận,16376,all,13299,13198,100,1,0,0.8121030776746458
Tuberculosis,2017,Phú Thọ,29410,(0-1y],28685,28560,124,1,0,0.9753485209112547
Tuberculosis,2017,Phú Thọ,29410,all,28704,28575,128,1,0,0.9759945596735804
Tuberculosis,2017,Phú Yên,18831,(0-1y],14308,14184,124,0,0,0.7598109500292072
Tuberculosis,2017,Phú Yên,18831,all,14313,14189,124,0,0,0.7600764696511072
Tuberculosis,2017,Quảng Bình,22676,(0-1y],20012,19838,173,0,0,0.8825189627800317
Tuberculosis,2017,Quảng Bình,22676,all,20041,19866,174,0,0,0.8837978479449639
Tuberculosis,2017,Quảng Nam,34796,(0-1y],30466,30125,339,1,1,0.8755604092424416
Tuberculosis,2017,Quảng Nam,34796,all,30493,30142,348,2,1,0.876336360501207
Tuberculosis,2017,Quảng Ngãi,30050,(0-1y],25532,25326,206,0,0,0.8496505823627288
Tuberculosis,2017,Quảng Ngãi,30050,all,25562,25350,212,0,0,0.850648918469218
Tuberculosis,2017,Quảng Ninh,25124,(0-1y],23431,23202,228,1,0,0.9326142334023245
Tuberculosis,2017,Quảng Ninh,25124,all,23448,23214,233,1,0,0.9332908772488457
Tuberculosis,2017,Quảng Trị,16506,(0-1y],14639,14533,105,1,0,0.8868896158972495
Tuberculosis,2017,Quảng Trị,16506,all,14653,14545,106,2,0,0.887737792317945
Tuberculosis,2017,Sóc Trăng,30415,(0-1y],23078,22860,216,1,0,0.7587703435804701
Tuberculosis,2017,Sóc Trăng,30415,all,23109,22885,222,1,0,0.7597895775110965
Tuberculosis,2017,Sơn La,23762,(0-1y],22609,22534,75,0,0,0.9514771483881828
Tuberculosis,2017,Sơn La,23762,all,22609,22534,75,0,0,0.9514771483881828
Tuberculosis,2017,Thanh Hóa,74364,(0-1y],64745,64175,562,8,0,0.8706497767737077
Tuberculosis,2017,Thanh Hóa,74364,all,64788,64207,573,8,0,0.871228013554946
Tuberculosis,2017,Hồ Chí Minh,125751,(0-1y],43839,43608,231,0,0,0.348617506023809
Tuberculosis,2017,Hồ Chí Minh,125751,all,43893,43655,238,0,0,0.3490469260681824
Tuberculosis,2017,Thái Bình,36561,(0-1y],31974,31655,311,5,1,0.8745384426027735
Tuberculosis,2017,Thái Bình,36561,all,31991,31663,320,5,1,0.8750034189436832
Tuberculosis,2017,Thái Nguyên,25170,(0-1y],23984,23831,152,1,0,0.9528804131903059
Tuberculosis,2017,Thái Nguyên,25170,all,23991,23836,154,1,0,0.9531585220500596
Tuberculosis,2017,Thừa Thiên Huế,28990,(0-1y],24076,23805,269,2,0,0.8304932735426009
Tuberculosis,2017,Thừa Thiên Huế,28990,all,24112,23832,278,2,0,0.8317350810624353
Tuberculosis,2017,Tiền Giang,31493,(0-1y],21231,21074,156,1,0,0.6741498110691265
Tuberculosis,2017,Tiền Giang,31493,all,21239,21080,158,1,0,0.674403835773029
Tuberculosis,2017,Trà Vinh,23795,(0-1y],18926,18787,138,1,0,0.7953771800798487
Tuberculosis,2017,Trà Vinh,23795,all,18952,18809,142,1,0,0.7964698466064299
Tuberculosis,2017,Tuyên Quang,17681,(0-1y],16224,16127,97,0,0,0.9175951586448731
Tuberculosis,2017,Tuyên Quang,17681,all,16240,16143,97,0,0,0.9185000848368305
Tuberculosis,2017,Tây Ninh,22925,(0-1y],17377,17259,118,0,0,0.7579934569247546
Tuberculosis,2017,Tây Ninh,22925,all,17389,17268,121,0,0,0.7585169029443839
Tuberculosis,2017,Vĩnh Long,20537,(0-1y],15786,15691,94,1,0,0.7686614403272143
Tuberculosis,2017,Vĩnh Long,20537,all,15795,15697,97,1,0,0.7690996737595559
Tuberculosis,2017,Vĩnh Phúc,25151,(0-1y],24057,23896,158,3,0,0.9565027235497594
Tuberculosis,2017,Vĩnh Phúc,25151,all,24074,23909,162,3,0,0.9571786410083098
Tuberculosis,2017,Yên Bái,17701,(0-1y],16119,16034,84,0,0,0.9106265182758037
Tuberculosis,2017,Yên Bái,17701,all,16145,16058,86,0,0,0.9120953618439637
Tuberculosis,2017,Điện Biên,15231,(0-1y],14180,14131,48,1,0,0.9309959950101766
Tuberculosis,2017,Điện Biên,15231,all,14196,14145,50,1,0,0.9320464841441797
Tuberculosis,2017,Đà Nẵng,23474,(0-1y],19065,18909,154,2,0,0.8121751725313112
Tuberculosis,2017,Đà Nẵng,23474,all,19082,18925,155,2,0,0.8128993780352731
Tuberculosis,2017,Đắk Lắk,52585,(0-1y],33215,32983,230,2,0,0.6316440049443758
Tuberculosis,2017,Đắk Lắk,52585,all,33389,33147,239,3,0,0.6349529333460112
Tuberculosis,2017,Đắk Nông,17337,(0-1y],14227,14105,122,0,0,0.8206148699313607
Tuberculosis,2017,Đắk Nông,17337,all,14340,14212,128,0,0,0.8271327219242084
Tuberculosis,2017,Đồng Nai,73337,(0-1y],36800,36510,260,6,4,0.5017930921635736
Tuberculosis,2017,Đồng Nai,73337,all,36854,36559,265,5,5,0.5025294189835963
Tuberculosis,2017,Đồng Tháp,36237,(0-1y],27222,26968,250,4,0,0.7512211275767862
Tuberculosis,2017,Đồng Tháp,36237,all,27240,26984,252,4,0,0.7517178574385297
Tuberculosis,2018,An Giang,37971,(0-1y],29046,28901,144,0,1,0.7649522003634353
Tuberculosis,2018,An Giang,37971,all,29065,28914,150,0,1,0.76545258223381
Tuberculosis,2018,Bà Rịa - Vũng Tàu,23629,(0-1y],13749,13711,38,0,0,0.581869736340937
Tuberculosis,2018,Bà Rịa - Vũng Tàu,23629,all,13752,13713,39,0,0,0.5819966989716027
Tuberculosis,2018,Bình Dương,46369,(0-1y],30587,30402,184,1,0,0.6596432961676982
Tuberculosis,2018,Bình Dương,46369,all,30611,30421,189,1,0,0.6601608833487891
Tuberculosis,2018,Bình Phước,27172,(0-1y],20103,19947,155,1,0,0.7398424849109377
Tuberculosis,2018,Bình Phước,27172,all,20123,19960,162,1,0,0.7405785367289858
Tuberculosis,2018,Bình Thuận,33894,(0-1y],24082,23922,158,2,0,0.7105092346728035
Tuberculosis,2018,Bình Thuận,33894,all,24108,23944,162,2,0,0.711276332094176
Tuberculosis,2018,Bình Định,2737,(0-1y],1661,1652,8,0,1,0.6068688344903179
Tuberculosis,2018,Bình Định,2737,all,1661,1651,9,0,1,0.6068688344903179
Tuberculosis,2018,Bạc Liêu,21115,(0-1y],17638,17540,97,0,1,0.8353303338858631
Tuberculosis,2018,Bạc Liêu,21115,all,17650,17549,100,0,1,0.8358986502486384
Tuberculosis,2018,Bắc Giang,45321,(0-1y],37899,37619,277,3,0,0.8362348580128417
Tuberculosis,2018,Bắc Giang,45321,all,37916,37629,284,3,0,0.8366099600626641
Tuberculosis,2018,Bắc Kạn,5851,(0-1y],5488,5469,19,0,0,0.9379593231926167
Tuberculosis,2018,Bắc Kạn,5851,all,5493,5474,19,0,0,0.9388138779695778
Tuberculosis,2018,Bắc Ninh,24844,(0-1y],24080,23976,103,1,0,0.9692481081951376
Tuberculosis,2018,Bắc Ninh,24844,all,24085,23977,107,1,0,0.9694493640315569
Tuberculosis,2018,Bến Tre,20533,(0-1y],17348,17317,31,0,0,0.8448838455169727
Tuberculosis,2018,Bến Tre,20533,all,17352,17320,32,0,0,0.8450786538742512
Tuberculosis,2018,Cao Bằng,9824,(0-1y],8986,8974,12,0,0,0.9146986970684039
Tuberculosis,2018,Cao Bằng,9824,all,8993,8980,13,0,0,0.9154112377850163
Tuberculosis,2018,Cà Mau,26765,(0-1y],20315,20192,122,1,0,0.7590136372127779
Tuberculosis,2018,Cà Mau,26765,all,20352,20227,124,1,0,0.7603960396039604
Tuberculosis,2018,Cần Thơ,25750,(0-1y],18722,18596,126,0,0,0.7270679611650486
Tuberculosis,2018,Cần Thơ,25750,all,18749,18616,133,0,0,0.728116504854369
Tuberculosis,2018,Gia Lai,38574,(0-1y],28939,28783,155,1,0,0.7502203556799917
Tuberculosis,2018,Gia Lai,38574,all,29055,28892,162,1,0,0.7532275626069374
Tuberculosis,2018,Hà Giang,21142,(0-1y],17789,17687,100,2,0,0.8414057326648378
Tuberculosis,2018,Hà Giang,21142,all,17862,17760,100,2,0,0.8448585753476492
Tuberculosis,2018,Hà Nam,17280,(0-1y],15877,15792,85,0,0,0.9188078703703704
Tuberculosis,2018,Hà Nam,17280,all,15884,15796,88,0,0,0.919212962962963
Tuberculosis,2018,Hà Nội,140113,(0-1y],130031,129502,523,6,0,0.9280437932240406
Tuberculosis,2018,Hà Nội,140113,all,130061,129515,540,6,0,0.9282579061186328
Tuberculosis,2018,Hà Tĩnh,32090,(0-1y],27562,27244,314,4,0,0.8588968526020567
Tuberculosis,2018,Hà Tĩnh,32090,all,27580,27256,320,4,0,0.8594577750077906
Tuberculosis,2018,Hoà Bình,15965,(0-1y],14100,14045,55,0,0,0.8831819605386784
Tuberculosis,2018,Hoà Bình,15965,all,14110,14054,56,0,0,0.8838083307234575
Tuberculosis,2018,Hưng Yên,24495,(0-1y],23291,23147,142,2,0,0.9508471116554399
Tuberculosis,2018,Hưng Yên,24495,all,23303,23157,143,2,0,0.9513370075525618
Tuberculosis,2018,Hải Dương,37761,(0-1y],35020,34794,226,0,0,0.927411879981992
Tuberculosis,2018,Hải Dương,37761,all,35047,34816,231,0,0,0.9281269034188713
Tuberculosis,2018,Hải Phòng,44174,(0-1y],34674,34402,268,4,0,0.7849413682256531
Tuberculosis,2018,Hải Phòng,44174,all,34704,34426,274,4,0,0.7856205007470458
Tuberculosis,2018,Hậu Giang,17468,(0-1y],13850,13704,143,2,0,0.7928784062285321
Tuberculosis,2018,Hậu Giang,17468,all,13864,13716,145,2,0,0.7936798717655141
Tuberculosis,2018,Khánh Hòa,28939,(0-1y],19338,19214,122,2,0,0.6682331801375306
Tuberculosis,2018,Khánh Hòa,28939,all,19373,19245,126,2,0,0.6694426206848889
Tuberculosis,2018,Kiên Giang,41864,(0-1y],32312,32073,231,3,4,0.7718326008025989
Tuberculosis,2018,Kiên Giang,41864,all,32347,32103,236,3,4,0.7726686413147335
Tuberculosis,2018,Kon Tum,14043,(0-1y],11885,11784,96,5,0,0.8463291319518621
Tuberculosis,2018,Kon Tum,14043,all,11911,11808,98,5,0,0.8481805881934059
Tuberculosis,2018,Lai Châu,11216,(0-1y],10065,10038,27,0,0,0.8973787446504993
Tuberculosis,2018,Lai Châu,11216,all,10090,10062,28,0,0,0.8996077032810271
Tuberculosis,2018,Long An,23666,(0-1y],17693,17652,41,0,0,0.7476126088058819
Tuberculosis,2018,Long An,23666,all,17701,17659,42,0,0,0.7479506464970844
Tuberculosis,2018,Lào Cai,17560,(0-1y],15121,15015,105,1,0,0.8611047835990888
Tuberculosis,2018,Lào Cai,17560,all,15185,15076,108,1,0,0.864749430523918
Tuberculosis,2018,Lâm Đồng,30353,(0-1y],23660,23555,105,0,0,0.7794946133825322
Tuberculosis,2018,Lâm Đồng,30353,all,23674,23567,107,0,0,0.7799558527987349
Tuberculosis,2018,Lạng Sơn,15467,(0-1y],14201,14129,70,2,0,0.9181483157690568
Tuberculosis,2018,Lạng Sơn,15467,all,14206,14134,70,2,0,0.9184715846641236
Tuberculosis,2018,Nam Định,38770,(0-1y],36302,36175,127,0,0,0.9363425328862522
Tuberculosis,2018,Nam Định,38770,all,36311,36179,132,0,0,0.9365746711374774
