pathogen,yob,province,n,vacage_group,anyshot,shots_1,shots_2,shots_3,shots_4,coverage
Tuberculosis,2018,Phú Yên,17526,(0-1y],14214,14125,89,0,0,0.8110236220472441
Tuberculosis,2018,Phú Yên,17526,all,14231,14141,90,0,0,0.8119936094944654
Tuberculosis,2018,Quảng Bình,20607,(0-1y],18819,18687,132,0,0,0.913233367302373
Tuberculosis,2018,Quảng Bình,20607,all,18857,18724,133,0,0,0.915077400883195
Tuberculosis,2018,Quảng Nam,33229,(0-1y],28867,28644,223,0,0,0.8687291221523368
Tuberculosis,2018,Quảng Nam,33229,all,28886,28653,233,0,0,0.8693009118541033
Tuberculosis,2018,Quảng Ngãi,28438,(0-1y],24232,24095,137,0,0,0.8520993037485055
Tuberculosis,2018,Quảng Ngãi,28438,all,24259,24117,142,0,0,0.8530487376046135
Tuberculosis,2018,Quảng Ninh,23838,(0-1y],22887,22776,108,3,0,0.9601057135665744
Tuberculosis,2018,Quảng Ninh,23838,all,22909,22794,112,3,0,0.9610286097826999
Tuberculosis,2018,Quảng Trị,15178,(0-1y],13406,13330,76,0,0,0.8832520753722493
Tuberculosis,2018,Quảng Trị,15178,all,13417,13340,77,0,0,0.8839768085386744
Tuberculosis,2018,Sóc Trăng,28238,(0-1y],22538,22327,204,7,0,0.7981443445003187
Tuberculosis,2018,Sóc Trăng,28238,all,22572,22353,211,8,0,0.7993483957787378
Tuberculosis,2018,Sơn La,36,(0-1y],24,24,0,0,0,0.6666666666666666
Tuberculosis,2018,Sơn La,36,all,24,24,0,0,0,0.6666666666666666
Tuberculosis,2018,Thanh Hóa,76040,(0-1y],68002,67595,404,3,0,0.8942924776433456
Tuberculosis,2018,Thanh Hóa,76040,all,68034,67616,415,3,0,0.8947133087848501
Tuberculosis,2018,Hồ Chí Minh,127527,(0-1y],51979,51811,168,0,0,0.4075921177476142
Tuberculosis,2018,Hồ Chí Minh,127527,all,52010,51837,173,0,0,0.40783520352552793
Tuberculosis,2018,Thái Bình,34147,(0-1y],28929,28739,189,1,0,0.847190089905409
Tuberculosis,2018,Thái Bình,34147,all,28942,28751,190,1,0,0.8475707968489179
Tuberculosis,2018,Thái Nguyên,21658,(0-1y],18640,18544,96,0,0,0.8606519530889278
Tuberculosis,2018,Thái Nguyên,21658,all,18640,18543,97,0,0,0.8606519530889278
Tuberculosis,2018,Thừa Thiên Huế,27929,(0-1y],22186,22015,169,2,0,0.7943714418704573
Tuberculosis,2018,Thừa Thiên Huế,27929,all,22210,22030,177,3,0,0.7952307637222958
Tuberculosis,2018,Tiền Giang,32301,(0-1y],24942,24773,166,3,0,0.7721742360917618
Tuberculosis,2018,Tiền Giang,32301,all,24968,24796,169,3,0,0.772979164731742
Tuberculosis,2018,Trà Vinh,23105,(0-1y],18083,17971,112,0,0,0.7826444492534084
Tuberculosis,2018,Trà Vinh,23105,all,18109,17992,117,0,0,0.7837697468080502
Tuberculosis,2018,Tuyên Quang,16538,(0-1y],14087,13982,103,2,0,0.8517958640706252
Tuberculosis,2018,Tuyên Quang,16538,all,14108,14000,106,2,0,0.8530656669488451
Tuberculosis,2018,Tây Ninh,23147,(0-1y],16978,16880,97,1,0,0.7334859809046529
Tuberculosis,2018,Tây Ninh,23147,all,16999,16899,99,1,0,0.7343932259040048
Tuberculosis,2018,Vĩnh Long,18842,(0-1y],14758,14685,73,0,0,0.7832501857552276
Tuberculosis,2018,Vĩnh Long,18842,all,14775,14700,75,0,0,0.7841524254325443
Tuberculosis,2018,Vĩnh Phúc,23682,(0-1y],22225,22118,106,1,0,0.9384764800270248
Tuberculosis,2018,Vĩnh Phúc,23682,all,22232,22122,109,1,0,0.9387720631703403
Tuberculosis,2018,Yên Bái,16596,(0-1y],14814,14757,57,0,0,0.8926247288503254
Tuberculosis,2018,Yên Bái,16596,all,14847,14790,57,0,0,0.8946131597975415
Tuberculosis,2018,Điện Biên,14292,(0-1y],13509,13453,55,1,0,0.9452141057934509
Tuberculosis,2018,Điện Biên,14292,all,13526,13469,56,1,0,0.9464035824237336
Tuberculosis,2018,Đà Nẵng,25977,(0-1y],21163,21063,100,0,0,0.8146822188859376
Tuberculosis,2018,Đà Nẵng,25977,all,21188,21086,102,0,0,0.8156446086923047
Tuberculosis,2018,Đắk Lắk,53587,(0-1y],31633,31458,173,2,0,0.5903110829119003
Tuberculosis,2018,Đắk Lắk,53587,all,31774,31588,184,2,0,0.592942318099539
Tuberculosis,2018,Đắk Nông,16233,(0-1y],13675,13569,105,1,0,0.8424197622127765
Tuberculosis,2018,Đắk Nông,16233,all,13782,13673,108,1,0,0.8490112733321012
Tuberculosis,2018,Đồng Nai,77691,(0-1y],43301,42956,320,8,10,0.5573489850819271
Tuberculosis,2018,Đồng Nai,77691,all,43351,43001,325,8,10,0.5579925602708165
Tuberculosis,2018,Đồng Tháp,34282,(0-1y],26412,26212,198,2,0,0.770433463625226
Tuberculosis,2018,Đồng Tháp,34282,all,26438,26235,201,2,0,0.771191879120238
Tuberculosis,2019,An Giang,35993,(0-1y],29140,29012,128,0,0,0.8096018670297003
Tuberculosis,2019,An Giang,35993,all,29168,29037,131,0,0,0.8103797960714584
Tuberculosis,2019,Bà Rịa - Vũng Tàu,25179,(0-1y],14505,14454,51,0,0,0.576075300845943
Tuberculosis,2019,Bà Rịa - Vũng Tàu,25179,all,14508,14457,51,0,0,0.5761944477540808
Tuberculosis,2019,Bình Dương,64436,(0-1y],45976,45639,336,1,0,0.7135141846172947
Tuberculosis,2019,Bình Dương,64436,all,45987,45642,344,1,0,0.7136848966416289
Tuberculosis,2019,Bình Phước,26214,(0-1y],17622,17513,109,0,0,0.6722362096589609
Tuberculosis,2019,Bình Phước,26214,all,17651,17539,112,0,0,0.6733424887464714
Tuberculosis,2019,Bình Thuận,32363,(0-1y],23506,23374,132,0,0,0.7263232704013843
Tuberculosis,2019,Bình Thuận,32363,all,23533,23400,133,0,0,0.727157556468807
Tuberculosis,2019,Bạc Liêu,19153,(0-1y],16443,16357,84,2,0,0.8585078055657077
Tuberculosis,2019,Bạc Liêu,19153,all,16460,16372,86,2,0,0.8593953949772881
Tuberculosis,2019,Bắc Giang,48447,(0-1y],39610,39317,290,3,0,0.8175944846946147
Tuberculosis,2019,Bắc Giang,48447,all,39621,39324,294,3,0,0.8178215369372717
Tuberculosis,2019,Bắc Kạn,6012,(0-1y],5719,5711,8,0,0,0.9512641383898869
Tuberculosis,2019,Bắc Kạn,6012,all,5720,5712,8,0,0,0.9514304723885563
Tuberculosis,2019,Bắc Ninh,26787,(0-1y],26300,26240,60,0,0,0.9818195393287789
Tuberculosis,2019,Bắc Ninh,26787,all,26302,26242,60,0,0,0.9818942024116176
Tuberculosis,2019,Bến Tre,20711,(0-1y],19126,19092,34,0,0,0.9234706194775723
Tuberculosis,2019,Bến Tre,20711,all,19127,19093,34,0,0,0.9235189029984067
Tuberculosis,2019,Cao Bằng,9866,(0-1y],9098,9080,18,0,0,0.9221569024934118
Tuberculosis,2019,Cao Bằng,9866,all,9107,9088,19,0,0,0.9230691262923171
Tuberculosis,2019,Cà Mau,25296,(0-1y],21359,21247,112,0,0,0.8443627450980392
Tuberculosis,2019,Cà Mau,25296,all,21373,21258,115,0,0,0.844916192283365
Tuberculosis,2019,Cần Thơ,24668,(0-1y],19900,19799,100,1,0,0.806713150640506
Tuberculosis,2019,Cần Thơ,24668,all,19910,19803,106,1,0,0.80711853413329
Tuberculosis,2019,Gia Lai,36973,(0-1y],29234,29048,183,3,0,0.7906850945284397
Tuberculosis,2019,Gia Lai,36973,all,29341,29151,187,3,0,0.7935790982608931
Tuberculosis,2019,Hà Giang,20723,(0-1y],17598,17522,76,0,0,0.8492013704579453
Tuberculosis,2019,Hà Giang,20723,all,17640,17559,81,0,0,0.8512281040389905
Tuberculosis,2019,Hà Nam,17366,(0-1y],15842,15770,72,0,0,0.9122423125647817
Tuberculosis,2019,Hà Nam,17366,all,15851,15779,72,0,0,0.9127605666244386
Tuberculosis,2019,Hà Nội,158790,(0-1y],144222,143677,540,5,0,0.9082561874173437
Tuberculosis,2019,Hà Nội,158790,all,144242,143683,554,5,0,0.9083821399332451
Tuberculosis,2019,Hà Tĩnh,30217,(0-1y],26402,26160,239,2,1,0.8737465665023
Tuberculosis,2019,Hà Tĩnh,30217,all,26418,26172,243,2,1,0.8742760697620545
Tuberculosis,2019,Hoà Bình,7365,(0-1y],6458,6441,17,0,0,0.8768499660556687
Tuberculosis,2019,Hoà Bình,7365,all,6458,6438,20,0,0,0.8768499660556687
Tuberculosis,2019,Hưng Yên,24676,(0-1y],23630,23527,101,2,0,0.9576106338142325
Tuberculosis,2019,Hưng Yên,24676,all,23643,23539,102,2,0,0.9581374615010536
Tuberculosis,2019,Hải Dương,36455,(0-1y],34061,33859,201,1,0,0.934329995885338
Tuberculosis,2019,Hải Dương,36455,all,34079,33871,207,1,0,0.9348237553147717
Tuberculosis,2019,Hải Phòng,45706,(0-1y],35004,34746,257,1,0,0.7658513105500372
Tuberculosis,2019,Hải Phòng,45706,all,35029,34759,269,1,0,0.7663982846890999
Tuberculosis,2019,Hậu Giang,16971,(0-1y],13115,13011,102,2,0,0.7727888751399447
Tuberculosis,2019,Hậu Giang,16971,all,13132,13027,103,2,0,0.7737905839373048
Tuberculosis,2019,Khánh Hòa,29742,(0-1y],18055,17960,94,1,0,0.6070539977136709
Tuberculosis,2019,Khánh Hòa,29742,all,18069,17967,101,1,0,0.6075247125277385
Tuberculosis,2019,Kiên Giang,39480,(0-1y],29496,29281,215,0,0,0.7471124620060791
Tuberculosis,2019,Kiên Giang,39480,all,29518,29301,217,0,0,0.7476697061803445
Tuberculosis,2019,Kon Tum,13139,(0-1y],11030,10948,74,7,1,0.839485501179694
Tuberculosis,2019,Kon Tum,13139,all,11042,10957,77,7,1,0.84039881269503
Tuberculosis,2019,Lai Châu,11023,(0-1y],10054,10033,20,1,0,0.9120928966705978
Tuberculosis,2019,Lai Châu,11023,all,10067,10046,20,1,0,0.913272248934047
Tuberculosis,2019,Long An,25954,(0-1y],20420,20390,30,0,0,0.7867766047622717
Tuberculosis,2019,Long An,25954,all,20422,20391,31,0,0,0.786853664175079
Tuberculosis,2019,Lào Cai,18151,(0-1y],15227,15126,100,1,0,0.8389069472756322
Tuberculosis,2019,Lào Cai,18151,all,15306,15203,102,1,0,0.843259324555121
Tuberculosis,2019,Lâm Đồng,29927,(0-1y],25404,25278,126,0,0,0.8488655728940422
Tuberculosis,2019,Lâm Đồng,29927,all,25411,25279,132,0,0,0.849099475390116
Tuberculosis,2019,Lạng Sơn,16013,(0-1y],14777,14735,41,1,0,0.9228127146693311
Tuberculosis,2019,Lạng Sơn,16013,all,14783,14741,41,1,0,0.9231874102291888
Tuberculosis,2019,Nam Định,35913,(0-1y],34264,34166,97,1,0,0.954083479519951
Tuberculosis,2019,Nam Định,35913,all,34274,34172,101,1,0,0.9543619302202545
Tuberculosis,2019,Nghệ An,82710,(0-1y],67843,67220,618,5,0,0.8202514810784669
Tuberculosis,2019,Nghệ An,82710,all,67896,67261,630,5,0,0.820892274211099
Tuberculosis,2019,Ninh Bình,24340,(0-1y],20140,20010,130,0,0,0.8274445357436319
Tuberculosis,2019,Ninh Bình,24340,all,20150,20018,131,1,0,0.8278553820870994
Tuberculosis,2019,Ninh Thuận,15290,(0-1y],12453,12405,47,1,0,0.8144538914323087
Tuberculosis,2019,Ninh Thuận,15290,all,12458,12407,50,1,0,0.8147809025506867
Tuberculosis,2019,Phú Thọ,25978,(0-1y],25717,25653,64,0,0,0.9899530371853107
Tuberculosis,2019,Phú Thọ,25978,all,25728,25664,64,0,0,0.9903764723997228
Tuberculosis,2019,Phú Yên,16685,(0-1y],14302,14233,69,0,0,0.8571771051842972
Tuberculosis,2019,Phú Yên,16685,all,14311,14241,70,0,0,0.8577165118369793
Tuberculosis,2019,Quảng Bình,20504,(0-1y],18733,18644,89,0,0,0.9136266094420601
Tuberculosis,2019,Quảng Bình,20504,all,18749,18656,93,0,0,0.9144069449863441
Tuberculosis,2019,Quảng Nam,33343,(0-1y],29136,28994,141,1,0,0.8738265902888163
Tuberculosis,2019,Quảng Nam,33343,all,29150,29007,142,1,0,0.874246468524128
Tuberculosis,2019,Quảng Ngãi,28586,(0-1y],23706,23576,129,1,0,0.8292870635975652
Tuberculosis,2019,Quảng Ngãi,28586,all,23735,23603,131,1,0,0.8303015462114322
Tuberculosis,2019,Quảng Ninh,24393,(0-1y],23774,23680,94,0,0,0.9746238675029721
Tuberculosis,2019,Quảng Ninh,24393,all,23782,23685,97,0,0,0.9749518304431599
Tuberculosis,2019,Quảng Trị,15116,(0-1y],12980,12949,30,1,0,0.8586927758666314
Tuberculosis,2019,Quảng Trị,15116,all,12984,12953,30,1,0,0.8589573961365441
Tuberculosis,2019,Sóc Trăng,27964,(0-1y],23520,23333,178,8,0,0.8410813903590331
Tuberculosis,2019,Sóc Trăng,27964,all,23549,23359,181,8,0,0.8421184379917036
Tuberculosis,2019,Sơn La,6,(0-1y],1,1,0,0,0,0.16666666666666666
Tuberculosis,2019,Sơn La,6,all,1,1,0,0,0,0.16666666666666666
Tuberculosis,2019,Thanh Hóa,79454,(0-1y],71967,71663,299,5,0,0.9057693759911395
Tuberculosis,2019,Thanh Hóa,79454,all,71990,71678,307,5,0,0.9060588516625973
Tuberculosis,2019,Hồ Chí Minh,122780,(0-1y],24429,24396,33,0,0,0.19896562958136504
Tuberculosis,2019,Hồ Chí Minh,122780,all,24475,24438,37,0,0,0.19934028343378402
Tuberculosis,2019,Thái Bình,35459,(0-1y],29990,29814,176,0,0,0.8457655320228997
Tuberculosis,2019,Thái Bình,35459,all,30005,29823,182,0,0,0.8461885557968358
Tuberculosis,2019,Thái Nguyên,15064,(0-1y],4,4,0,0,0,2.655337227827934e-4
Tuberculosis,2019,Thái Nguyên,15064,all,4,4,0,0,0,2.655337227827934e-4
Tuberculosis,2019,Thừa Thiên Huế,29961,(0-1y],23502,23384,117,1,0,0.7844197456693702
Tuberculosis,2019,Thừa Thiên Huế,29961,all,23519,23396,122,1,0,0.7849871499616168
Tuberculosis,2019,Tiền Giang,33810,(0-1y],25421,25288,133,0,0,0.7518781425613724
Tuberculosis,2019,Tiền Giang,33810,all,25434,25301,133,0,0,0.7522626441881101
Tuberculosis,2019,Trà Vinh,22133,(0-1y],17901,17808,93,0,0,0.8087923010888718
Tuberculosis,2019,Trà Vinh,22133,all,17920,17827,93,0,0,0.8096507477522252
Tuberculosis,2019,Tuyên Quang,17958,(0-1y],14828,14754,74,0,0,0.8257044214277759
Tuberculosis,2019,Tuyên Quang,17958,all,14843,14765,78,0,0,0.826539703753202
Tuberculosis,2019,Tây Ninh,24948,(0-1y],19725,19642,83,0,0,0.7906445406445406
Tuberculosis,2019,Tây Ninh,24948,all,19736,19651,85,0,0,0.7910854577521245
Tuberculosis,2019,Vĩnh Long,19325,(0-1y],16114,16053,61,0,0,0.8338421733505822
Tuberculosis,2019,Vĩnh Long,19325,all,16122,16059,63,0,0,0.8342561448900389
Tuberculosis,2019,Vĩnh Phúc,25593,(0-1y],23828,23731,97,0,0,0.9310358301097956
Tuberculosis,2019,Vĩnh Phúc,25593,all,23836,23731,105,0,0,0.9313484155823858
Tuberculosis,2019,Yên Bái,16571,(0-1y],15259,15178,81,0,0,0.9208255385915153
Tuberculosis,2019,Yên Bái,16571,all,15285,15202,83,0,0,0.9223945446865005
Tuberculosis,2019,Điện Biên,13140,(0-1y],12567,12534,33,0,0,0.9563926940639269
Tuberculosis,2019,Điện Biên,13140,all,12572,12537,35,0,0,0.9567732115677321
Tuberculosis,2019,Đà Nẵng,25695,(0-1y],21369,21308,61,0,0,0.83164039696439
Tuberculosis,2019,Đà Nẵng,25695,all,21375,21314,61,0,0,0.8318739054290718
Tuberculosis,2019,Đắk Lắk,53219,(0-1y],35015,34851,162,1,1,0.6579417125462711
Tuberculosis,2019,Đắk Lắk,53219,all,35165,34996,167,1,1,0.6607602547962194
Tuberculosis,2019,Đắk Nông,15385,(0-1y],13492,13408,83,1,0,0.8769580760480988
Tuberculosis,2019,Đắk Nông,15385,all,13579,13490,88,1,0,0.882612934676633
Tuberculosis,2019,Đồng Nai,74813,(0-1y],39558,39361,196,1,0,0.5287583708713727
Tuberculosis,2019,Đồng Nai,74813,all,39580,39380,199,1,0,0.5290524374106105
Tuberculosis,2019,Đồng Tháp,33770,(0-1y],25757,25596,156,5,0,0.7627183891027539
Tuberculosis,2019,Đồng Tháp,33770,all,25771,25608,158,5,0,0.7631329582469648
Tuberculosis,2020,An Giang,32984,(0-1y],25944,25852,92,0,0,0.7865631821489207
Tuberculosis,2020,An Giang,32984,all,25976,25883,93,0,0,0.7875333495027892
Tuberculosis,2020,Bà Rịa - Vũng Tàu,23012,(0-1y],16272,16241,31,0,0,0.7071093342603859
Tuberculosis,2020,Bà Rịa - Vũng Tàu,23012,all,16275,16244,31,0,0,0.7072397010255519
Tuberculosis,2020,Bình Dương,56551,(0-1y],35572,35427,142,3,0,0.6290251277607823
Tuberculosis,2020,Bình Dương,56551,all,35584,35433,148,3,0,0.629237325599901
Tuberculosis,2020,Bình Phước,23569,(0-1y],17194,17119,75,0,0,0.7295175866604438
Tuberculosis,2020,Bình Phước,23569,all,17205,17126,79,0,0,0.7299843014128728
Tuberculosis,2020,Bình Thuận,30247,(0-1y],22310,22236,72,2,0,0.7375938109564585
Tuberculosis,2020,Bình Thuận,30247,all,22322,22246,74,2,0,0.7379905445168116
Tuberculosis,2020,Bạc Liêu,16154,(0-1y],14062,13987,75,0,0,0.8704964714621766
Tuberculosis,2020,Bạc Liêu,16154,all,14080,14004,76,0,0,0.8716107465643185
Tuberculosis,2020,Bắc Giang,43378,(0-1y],36163,35899,259,5,0,0.8336714463552953
Tuberculosis,2020,Bắc Giang,43378,all,36181,35911,265,5,0,0.834086403245885
Tuberculosis,2020,Bắc Kạn,5537,(0-1y],5338,5323,15,0,0,0.9640599602672928
Tuberculosis,2020,Bắc Kạn,5537,all,5338,5322,16,0,0,0.9640599602672928
Tuberculosis,2020,Bắc Ninh,24719,(0-1y],24334,24271,63,0,0,0.9844249362838302
Tuberculosis,2020,Bắc Ninh,24719,all,24335,24272,63,0,0,0.9844653909947814
Tuberculosis,2020,Bến Tre,18509,(0-1y],15917,15904,13,0,0,0.8599600194499973
Tuberculosis,2020,Bến Tre,18509,all,15922,15909,13,0,0,0.860230158301367
Tuberculosis,2020,Cao Bằng,9494,(0-1y],8866,8849,17,0,0,0.9338529597640615
Tuberculosis,2020,Cao Bằng,9494,all,8876,8858,18,0,0,0.9349062565831051
Tuberculosis,2020,Cà Mau,21361,(0-1y],18385,18310,75,0,0,0.8606806797434577
Tuberculosis,2020,Cà Mau,21361,all,18394,18315,79,0,0,0.8611020083329433
Tuberculosis,2020,Cần Thơ,21244,(0-1y],17638,17567,71,0,0,0.830257955187347
Tuberculosis,2020,Cần Thơ,21244,all,17648,17575,73,0,0,0.8307286763321409
Tuberculosis,2020,Gia Lai,33049,(0-1y],24696,24571,122,3,0,0.7472540772791915
Tuberculosis,2020,Gia Lai,33049,all,24741,24616,122,3,0,0.7486156918514932
Tuberculosis,2020,Hà Giang,20558,(0-1y],17622,17558,63,1,0,0.8571845510263645
Tuberculosis,2020,Hà Giang,20558,all,17664,17599,64,1,0,0.8592275513182216
Tuberculosis,2020,Hà Nam,15955,(0-1y],14744,14682,61,1,0,0.9240990285177061
Tuberculosis,2020,Hà Nam,15955,all,14745,14683,61,1,0,0.9241617047947351
Tuberculosis,2020,Hà Nội,145729,(0-1y],139035,138669,366,0,0,0.9540654228053441
Tuberculosis,2020,Hà Nội,145729,all,139048,138672,375,1,0,0.9541546294834934
Tuberculosis,2020,Hà Tĩnh,25469,(0-1y],22279,22096,178,4,1,0.8747496957085084
Tuberculosis,2020,Hà Tĩnh,25469,all,22292,22108,179,4,1,0.8752601201460599
Tuberculosis,2020,Hoà Bình,129,(0-1y],123,123,0,0,0,0.9534883720930233
Tuberculosis,2020,Hoà Bình,129,all,123,123,0,0,0,0.9534883720930233
Tuberculosis,2020,Hưng Yên,22925,(0-1y],21733,21665,68,0,0,0.9480043620501636
Tuberculosis,2020,Hưng Yên,22925,all,21741,21670,71,0,0,0.9483533260632497
Tuberculosis,2020,Hải Dương,34304,(0-1y],32220,32049,171,0,0,0.9392490671641791
Tuberculosis,2020,Hải Dương,34304,all,32239,32065,174,0,0,0.9398029384328358
Tuberculosis,2020,Hải Phòng,42045,(0-1y],34829,34611,215,3,0,0.8283743608039006
Tuberculosis,2020,Hải Phòng,42045,all,34849,34626,220,3,0,0.8288500416220715
Tuberculosis,2020,Hậu Giang,15799,(0-1y],12520,12419,101,0,0,0.7924552186847269
Tuberculosis,2020,Hậu Giang,15799,all,12536,12434,102,0,0,0.7934679410089246
Tuberculosis,2020,Khánh Hòa,27900,(0-1y],19718,19632,86,0,0,0.7067383512544803
Tuberculosis,2020,Khánh Hòa,27900,all,19738,19652,86,0,0,0.7074551971326165
Tuberculosis,2020,Kiên Giang,34199,(0-1y],28004,27833,170,1,0,0.8188543524664463
Tuberculosis,2020,Kiên Giang,34199,all,28021,27849,171,1,0,0.8193514430246498
Tuberculosis,2020,Kon Tum,12595,(0-1y],10358,10298,58,2,0,0.8223898372369988
Tuberculosis,2020,Kon Tum,12595,all,10371,10307,61,3,0,0.8234219928543073
Tuberculosis,2020,Lai Châu,10220,(0-1y],9480,9463,17,0,0,0.9275929549902152
Tuberculosis,2020,Lai Châu,10220,all,9485,9468,17,0,0,0.928082191780822
Tuberculosis,2020,Long An,24028,(0-1y],18879,18858,21,0,0,0.7857083402696854
Tuberculosis,2020,Long An,24028,all,18884,18862,22,0,0,0.7859164308306975
Tuberculosis,2020,Lào Cai,17284,(0-1y],15223,15143,79,1,0,0.8807567692663735
Tuberculosis,2020,Lào Cai,17284,all,15265,15183,81,1,0,0.8831867623235362
Tuberculosis,2020,Lâm Đồng,27623,(0-1y],21897,21823,74,0,0,0.7927089744053868
Tuberculosis,2020,Lâm Đồng,27623,all,21902,21827,75,0,0,0.7928899829851935
Tuberculosis,2020,Lạng Sơn,14088,(0-1y],13193,13165,28,0,0,0.9364707552526973
Tuberculosis,2020,Lạng Sơn,14088,all,13200,13171,29,0,0,0.9369676320272572
Tuberculosis,2020,Nam Định,33652,(0-1y],32630,32567,63,0,0,0.9696303340068941
Tuberculosis,2020,Nam Định,33652,all,32634,32570,64,0,0,0.9697491976702722
Tuberculosis,2020,Nghệ An,71638,(0-1y],61501,60945,550,6,0,0.8584968871269438
Tuberculosis,2020,Nghệ An,71638,all,61555,60990,558,7,0,0.859250677014992
Tuberculosis,2020,Ninh Bình,20933,(0-1y],18609,18445,162,2,0,0.8889791238713992
Tuberculosis,2020,Ninh Bình,20933,all,18612,18447,163,2,0,0.8891224382553863
Tuberculosis,2020,Ninh Thuận,13915,(0-1y],11304,11262,42,0,0,0.8123607617678764
Tuberculosis,2020,Ninh Thuận,13915,all,11311,11269,42,0,0,0.8128638160258713
Tuberculosis,2020,Phú Thọ,24170,(0-1y],23963,23932,31,0,0,0.9914356640463384
Tuberculosis,2020,Phú Thọ,24170,all,23972,23940,32,0,0,0.9918080264791064
Tuberculosis,2020,Phú Yên,15107,(0-1y],13236,13174,62,0,0,0.8761501290792348
Tuberculosis,2020,Phú Yên,15107,all,13238,13174,64,0,0,0.8762825180379956
Tuberculosis,2020,Quảng Bình,18180,(0-1y],16264,16194,70,0,0,0.8946094609460946
Tuberculosis,2020,Quảng Bình,18180,all,16272,16200,72,0,0,0.8950495049504951
Tuberculosis,2020,Quảng Nam,31633,(0-1y],28332,28252,80,0,0,0.8956469509689249
